chulseok,grade,difficulty,load,achievement,proff,className,sem,classtype
2.2,3.1,4.2,4.3,3.9,허주열 교수님,재료열역학,2018-1학기,전공필수
1.7,3.3,3.7,4.2,3.8,허주열 교수님,재료열역학,2018-1학기,전공필수
3.0,4.0,1.0,2.0,3.0,이명규 교수님,금속가공학(영강),2018-1학기,전공선택
4.9,2.7,3.6,4.7,4.0,장호 교수님,금속재료,2018-1학기,전공선택
4.7,3.8,3.5,3.7,4.0,성태연 교수님,광소재및소자(영강),2018-1학기,전공선택
5.0,4.9,1.5,1.5,3.6,서지훈 교수님,신소재공학연구동향,2018-1학기,전공필수
2.2,4.2,2.8,2.5,2.9,윤우영 교수님,신소재종합설계Ⅰ,2018-1학기,전공선택
3.0,5.0,3.0,3.0,5.0,이헌 교수님,공학현장실습Ⅰ,2018-1학기,전공선택
4.9,3.0,3.7,4.3,3.9,김동환 교수님,반도체공정,2018-1학기,전공선택
3.1,3.7,3.3,1.9,1.9,서광석 교수님,유기재료공정,2018-1학기,전공선택
4.7,3.1,2.4,2.8,3.3,김영근 교수님,융합기술및신소재응용,2018-1학기,전공선택
5.0,5.0,1.0,1.0,1.0,변동진 교수님,재료공학실험III,2018-1학기,전공필수
5.0,5.0,2.0,2.0,3.5,성태연 교수님,재료공학실험III,2018-1학기,전공필수
3.0,3.0,1.0,2.0,1.5,장호 교수님,재료공학실험III,2018-1학기,전공필수
5.0,4.0,1.0,5.0,2.0,허주열 교수님,재료공학실험III,2018-1학기,전공필수
3.9,3.0,3.5,3.4,4.0,이성래 교수님,자성재료,2018-1학기,전공선택
4.9,4.0,3.5,3.6,2.9,이해근 교수님,전자기학,2018-1학기,전공선택
1.0,3.0,2.0,2.0,3.0,이성래 교수님,졸업종합설계Ⅰ,2018-1학기,전공필수
1.0,4.0,1.0,2.0,1.0,김웅 교수님,졸업종합설계Ⅰ,2018-1학기,전공필수
3.0,5.0,3.0,3.0,4.0,서광석 교수님,졸업종합설계Ⅰ,2018-1학기,전공필수
3.0,3.0,5.0,5.0,1.0,윤호규 교수님,졸업종합설계Ⅰ,2018-1학기,전공필수
2.0,4.0,3.0,2.0,3.0,이헌 교수님,졸업종합설계Ⅰ,2018-1학기,전공필수
1.0,2.6,1.2,1.0,2.0,김동환 교수님,졸업종합설계Ⅰ,2018-1학기,전공필수
1.0,3.0,1.0,1.0,1.0,남산 교수님,졸업종합설계Ⅰ,2018-1학기,전공필수
3.8,3.4,3.4,3.6,3.2,김석기 교수님,전기회로Ⅰ(영강),2018-1학기,전공필수
