chulseok,grade,difficulty,load,achievement,proff,className,sem,classtype
5.0,3.0,4.0,1.0,1.0,김재박 교수님,"일반물리학실험Ⅰ 공과대 건축사회환경('17학번), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,3.0,5.0,5.0,3.0,곽상환 교수님,"일반물리학실험Ⅰ 공과대 기계('17학번 601 ~ 696), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,2.0,4.0,5.0,1.0,이상학 교수님,"일반물리학실험Ⅰ 공과대 기계('17학번 697 ~ 끝), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,4.0,4.0,5.0,5.0,전기완 교수님,"일반물리학실험Ⅰ 공과대 기계('17학번 697 ~ 끝), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,3.5,3.0,3.0,3.0,김숙호 교수님,"일반물리학실험Ⅰ 공과대 전기전자('17학번 901 ~ 981), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,3.5,4.0,4.5,3.0,최성훈 교수님,"일반물리학실험Ⅰ 공과대 전기전자('17학번 901 ~ 981), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,3.0,3.5,4.5,1.5,박현정 교수님,"일반물리학실험Ⅰ 공과대 전기전자('17학번 982 ~ 끝), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,3.5,3.7,4.2,3.3,이상학 교수님,"일반물리학실험Ⅰ 공과대 전기전자('17학번 982 ~ 끝), '17학번외 재수강/미이수자",2017-1학기,교양
4.4,3.4,3.6,3.2,3.0,이정엽 교수님,"일반물리학실험Ⅰ 공과대 전기전자('17학번 982 ~ 끝), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,3.0,3.7,5.0,2.3,이학봉 교수님,"일반물리학실험Ⅰ 공과대 전기전자('17학번 982 ~ 끝), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,3.7,3.3,4.3,3.0,하태욱 교수님,"일반물리학실험Ⅰ 보건과학대('17학번), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,3.0,4.0,4.0,4.0,김성은 교수님,"일반물리학실험Ⅰ 보건과학대('17학번), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,4.0,4.5,4.5,3.5,이호준 교수님,"일반물리학실험Ⅰ 보건과학대('17학번), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,3.0,4.0,4.0,2.5,이기환 교수님,"일반물리학실험Ⅰ 보건과학대('17학번), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,2.0,5.0,5.0,1.0,최성훈 교수님,"일반물리학실험Ⅰ 공과대 화공생명('17학번), '17학번외 재수강/미이수자",2017-1학기,교양
4.3,3.2,3.0,3.0,3.2,장훈 교수님,"일반물리학실험Ⅰ 공과대 신소재('17학번 191 ~ 끝), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,3.0,4.0,4.5,4.0,정창근 교수님,"생명물리학실험 생명과학대('17학번, '17학번외 재수강/미이수자 포함)",2017-1학기,교양
5.0,3.5,3.5,4.0,1.5,고학석 교수님,"생명물리학실험 생명과학대('17학번, '17학번외 재수강/미이수자 포함)",2017-1학기,교양
