,ProfessorName,className
2082,고경주 교수님,서양문명사산책
2083,김동혁 교수님,서양문명사산책 담당교수 변경
2084,윤선자 교수님,서양문명사산책
2085,김동혁 교수님,서양문명사산책
2086,한해정 교수님,주제로본서양문화사
2087,윤선자 교수님,주제로본서양문화사
2088,최승혁 교수님,심리학의이해
2089,김현정 교수님,심리학의이해
2090,한민 교수님,심리학의이해
2091,정형수 교수님,심리학의이해
2092,구민모 교수님,심리학의이해
2093,최일호 교수님,심리학의이해
2094,김나라 교수님,현대인의정신건강
2095,김수영 교수님,현대사회와가족
2096,이철우 교수님,사회복지의이해
2097,이종선 교수님,정보사회론
2098,김상숙 교수님,현대사회와NGO
2099,문지선 교수님,성과사회
2100,손애리 교수님,한국현대사회의이해
2101,김영선 교수님,여가와사회
2102,이정린 교수님,독일의대안문화
2103,"전휘원,이진숙 교수님",독일문학의탐색
2104,정명순 교수님,독일여성문학
2105,전휘원 교수님,독일예술의이해
2106,전휘원 교수님,독일연극의이해
2107,송용구 교수님,독일문화와종교
2108,이경미 교수님,독일예술과신화
2109,안철택 교수님,독일도시와문학
2110,김인순 교수님,독일소설과사회
2111,정장진 교수님,프랑스문화탐색
2112,유재화 교수님,프랑스문학탐색
2113,정명희 교수님,프랑스역사와사회탐색
2114,송태효 교수님,프랑스공연예술탐색
2115,송태효 교수님,프랑스영화탐색
2116,정장진 교수님,광고로보는프랑스미술사
2117,주기평 교수님,중국문학산책
2118,김영민 교수님,중국어번역연습
2119,김혜란 교수님,러시아문화의이해
2120,손성하 교수님,동양의지혜
2121,박종우 교수님,동양의지혜
2122,신향림 교수님,생활한자
2123,김광섭 교수님,생활한자
2124,백진우 교수님,생활한자
2125,강동석 교수님,생활한자
2126,이남면 교수님,생활한자
2127,권혁명 교수님,생활한자
2128,양승이 교수님,생활한자
2129,권진옥 교수님,생활한자
2130,이희영 교수님,생활한자
2131,최유진 교수님,생활한자
2132,김광년 교수님,생활한자
2133,이국진 교수님,교양한문Ⅰ
2134,안득용 교수님,교양한문Ⅰ
2135,차준경 교수님,언어의이해
2136,지승학 교수님,언어와시각커뮤니케이션
2137,김예경 교수님,언어와시각커뮤니케이션
2138,김일환 교수님,언어의응용 담당교수님: 김은호 교수님에서 김일환 교수님으로 변경
2139,남광규 교수님,북한의정치와사회
2140,우준희 교수님,한국과국제사회
2141,백미연 교수님,현대정치와이데올로기
2142,김두진 교수님,현대민주주의의미래
2143,이성우 교수님,한국정치의이해
2144,김지일 교수님,국제정치의이해
2145,정세열 교수님,경제학개론 (경제1전공자 수강불가)(인원제한:70명)
2146,송해련 교수님,경제학개론 (경제1전공자 수강불가)(인원제한:160명)정경관205호→정경관506호로 강의실 변경
2147,이은경 교수님,정부와나 * 행정1전공자 수강불가(구 행정학개론)
2148,정재원 교수님,기술경영및전략
2149,표재호 교수님,과학기술과지식재산
2150,박상성 교수님,특허정보검색및실습
2151,강방수 교수님,축구 체육교육과 수강금지
2152,장성운 교수님,축구 체육교육과 수강금지
2153,김정석 교수님,호신술
2154,최상협 교수님,호신술
2155,윤정은 교수님,수영 체육교육과 수강금지
2156,전선영 교수님,수영 체육교육과 수강금지
2157,김태윤 교수님,수영 체육교육과 수강금지
2158,서경호 교수님,스쿼시
2159,송창익 교수님,테니스
2160,이병찬 교수님,테니스
2161,왕용덕 교수님,골프 체육교육과 수강금지
2162,박정은 교수님,골프 체육교육과 수강금지
2163,김대현 교수님,골프 체육교육과 수강금지
2164,최성욱 교수님,골프 체육교육과 수강금지
2165,김은혜 교수님,볼링
2166,박종서 교수님,볼링
2167,윤정은 교수님,스포츠댄스 체육교육과 수강금지
2168,임승진 교수님,스포츠댄스 체육교육과 수강금지
2169,신주영 교수님,스포츠댄스 체육교육과 수강금지
2170,김태윤 교수님,빙상
2171,최희동 교수님,"빙상 OT,이론: 3/7, 3/14 사대신관327호"
2172,최희동 교수님,"빙상 OT,이론: 3/8, 3/15 사대신관223호"
2173,송용관 교수님,농구 체육교육과 수강금지
2174,이진석 교수님,농구 체육교육과 수강금지
2175,양재혁 교수님,농구 체육교육과 수강금지
2176,장성운 교수님,배드민턴 체육교육과 수강금지
2177,김성규 교수님,배드민턴 체육교육과 수강금지
2178,김연정 교수님,요가
2179,전해리 교수님,요가
2180,최수영 교수님,요가
2181,안지영 교수님,요가
2182,오은선 교수님,암벽등반
2183,홍지은 교수님,암벽등반
2184,김금자 교수님,피트니스앤헬스
2185,라효상 교수님,피트니스앤헬스
2186,정연길 교수님,탁구
2187,라효상 교수님,현대인의몸과문화
2188,김규호 교수님,캠핑과안전
2189,이병찬 교수님,캠핑과안전
2190,장인희 교수님,청년발달과자기이해
2191,김경미 교수님,청년발달과자기이해
2192,노주현 교수님,한국의복식과미
2193,한영선 교수님,다문화사회에서의가정
2194,"김유경,손혜숙 교수님",대학생을위한바른식생활 (팀티칭으로의 변경 2017.02.16)
2195,손승호 교수님,도시와국토 (자연계대상)
2196,박성근 교수님,도시와국토 (인문계대상)
2197,신성희 교수님,자연과인간생활
2198,김상준 교수님,근대화와동아시아세계
2199,김윤희 교수님,쟁점으로보는한국사
2200,김진우 교수님,전통시대동양의법과사회
2201,김종규 교수님,모두를위한파이썬프로그래밍
2202,강영순 교수님,말레이인도네시아의언어와문화
2203,최형원 교수님,몽골의언어와문화
2204,임은숙 교수님,포르투갈-브라질의언어와문화
2205,이동은 교수님,아랍의언어와문화
2206,이기철 교수님,이탈리아의언어와문화
2207,옥상훈 교수님,낭만파음악산책
2208,박인혜 교수님,판소리의이해
2209,류경선 교수님,기초음악이론
2210,김영경 교수님,이슬람문화와역사
2211,윤유정 교수님,오페라의세계
2212,변민수 교수님,사회봉사의이론과실제
2213,노형남 교수님,환대산업
2214,류경선 교수님,기초음악작곡법
2215,박윤진 교수님,한국의역사와문화유산 외국인/교포/북한동포 입학유형만 수강신청 가능
2216,김난옥 교수님,한국의역사와문화유산(외국어강의) 외국인/교포/북한동포 입학유형만 수강신청 가능
2217,김성남 교수님,한국의역사와문화(영강) 외국인/재외국민/순수정원외 입학유형만 수강신청 가능
2218,김유신 교수님,Campus CEO 2.0(Ⅰ)
2219,김영주 교수님,Campus CEO 2.0(Ⅰ)
2220,고제상 교수님,Campus CEO 2.0(Ⅱ)
2221,한관수 교수님,캠퍼스CEO글로벌시장진출전략
2222,류선종 교수님,혁신트렌드와비즈니스모델
2223,김은주 교수님,생애설계와자기이해
2224,이수은 교수님,한국음악의세계
2225,이현승 교수님,자유정의진리Ⅰ 2017학번 신입생 대상 과목
2226,양윤의 교수님,자유정의진리Ⅰ 2017학번 신입생 대상 과목
2227,오연경 교수님,자유정의진리Ⅰ 2017학번 신입생 대상 과목
2228,이윤희 교수님,한국어초급Ⅱ 외국인학생(한국인학생 수강불가)
2229,김재희 교수님,한국어중급Ⅰ 외국인학생(한국인학생 수강불가)
2230,김정원 교수님,한국어중급Ⅰ 외국인학생(한국인학생 수강불가)
2231,홍은선 교수님,한국어중급Ⅱ 외국인학생(한국인학생 수강불가)
2232,이관재 교수님,한국어중급Ⅱ 외국인 대학원생 전용Foreign Graduate Students Only
2233,김수산나 교수님,한국어고급Ⅰ 외국인학생(한국인학생 수강불가)
2234,김민혜 교수님,한국어초급말하기I 외국인학생(한국인학생 수강불가)
2235,인윤희 교수님,한국어초급말하기I 외국인학생(한국인학생 수강불가)
2236,방지선 교수님,한국어초급말하기I 외국인학생(한국인학생 수강불가)
2237,박소라 교수님,한국어초급말하기II 외국인학생(한국인학생 수강불가)
2238,유한아 교수님,한국어초급말하기II 외국인학생(한국인학생 수강불가)
2239,김혜린 교수님,한국어초급말하기II 외국인학생(한국인학생 수강불가)
2240,박영지 교수님,한국어중급말하기 외국인학생(한국인학생 수강불가)
2241,유숙자 교수님,한국어중급읽기 외국인학생(한국인학생 수강불가)
2242,박영지 교수님,한국어중급읽기 외국인학생(한국인학생 수강불가)
2243,김민혜 교수님,한국어초급쓰기 외국인학생(한국인학생 수강불가)
2244,인윤희 교수님,한국어초급쓰기 외국인학생(한국인학생 수강불가)
2245,유한아 교수님,한국어중급쓰기 외국인학생(한국인학생 수강불가)
2246,유석훈 교수님,언어와문화(영강) 강의실 변경(화 교양관605호)(목 교양관306호)
2247,안호용 교수님,사회와문화의인류학적이해
2248,최규발 교수님,중국의언어와문자
2249,김진규 교수님,유라시아한인문화탐방
2250,전성기 교수님,번역문화
2251,박종천 교수님,종교와영화
2252,조명철 교수님,인물로본일본의역사
2253,윤재민 교수님,삼국유사의세계
2254,김동훈 교수님,전쟁과평화의역사
2255,유희수 교수님,서양문화의사회사
2256,김경현 교수님,서양고대의신화와역사
2257,송완범 교수님,역사는어떻게서술되는가?
2258,최광식 교수님,실크로드와한국문화
2259,송혁기 교수님,<사기>의 인물과시대
2260,김선택 교수님,법과인권
2261,김동주 교수님,뇌과학의윤리적이해(영강)
2262,신창호 교수님,배려의철학 Flipped Class(월요일 온라인수업)
2263,심경호 교수님,"논어,처음만나는한문고전"
2264,이천희 교수님,스포츠와윤리 체육특기생 전용과목
2265,성창원 교수님,도덕철학의문제들 Flipped Class
2266,이승택 교수님,죽음과법
2267,박성근 교수님,현대적시각에서보는헬레니즘문화와기독교사상의융합
2268,김기창 교수님,법철학과유가사상
2269,박세민 교수님,법학통론 (자유전공학부 1학년 대상)
2270,황원재 교수님,법학통론
2271,김소연 교수님,법학통론
2272,김효연 교수님,법학통론
2273,노현숙 교수님,법학통론
2274,김동현 교수님,법학통론
2275,유주선 교수님,기업법Ⅱ
2276,조지현 교수님,기업법Ⅱ
2277,정석우 교수님,회계학원리(영강)
2278,김진배 교수님,회계학원리(영강)
2279,배진한 교수님,회계학원리(영강)
2280,유용근 교수님,회계학원리(영강)
2281,허진숙 교수님,회계학원리
2282,이민영 교수님,회계학원리(영강)
2283,유소진 교수님,회계학원리(영강)
2284,김기훈 교수님,경영통계(영강)
2285,김병조 교수님,경영통계(영강)
2286,Inna Drobouchevitch 교수님,경영통계(영강)
2287,안철옥 교수님,경영통계(영강)
2288,이상준 교수님,경영통계(영강)
2289,정의범 교수님,경영통계(영강)
2290,정다운 교수님,경영통계
2291,김재환 교수님,"경영학입문(영강) 경영대학 전공생에 한함,경영학의이해 유사과목"
2292,박경삼 교수님,"경영학입문 경영대학 전공생에 한함,경영학의이해 유사과목"
2293,황은하 교수님,영어학입문(영강)
2294,하인혜 교수님,영미문학입문
2295,Kathleen Lee 교수님,글로벌커뮤니케이션I(영강)
2296,이희경 교수님,문화간영어커뮤니케이션I(영강)
2297,조종화 교수님,서양철학입문
2298,소병일 교수님,서양철학입문
2299,박지용 교수님,서양철학입문
2300,이석배 교수님,서양철학입문
2301,윤삼석 교수님,서양철학입문
2302,황호식 교수님,동양철학입문
2303,나우권 교수님,동양철학입문
2304,김형중 교수님,동양철학입문
2305,최순필 교수님,비판적사고와논리
2306,전영삼 교수님,비판적사고와논리
2307,한승훈 교수님,"한국사개론 <한국사의재조명> 유사과목, 핵심교양인정 신청 가능(포털공지>학사일정 참조)"
2308,현광호 교수님,"한국사개론 <한국사의재조명> 유사과목, 핵심교양인정 신청 가능(포털공지>학사일정 참조)"
2309,이송순 교수님,"한국사개론 <한국사의재조명> 유사과목, 핵심교양인정 신청 가능(포털공지>학사일정 참조)"
2310,이장웅 교수님,"한국사개론 <한국사의재조명> 유사과목, 핵심교양인정 신청 가능(포털공지>학사일정 참조)"
2311,박미선 교수님,"한국사개론 <한국사의재조명> 유사과목, 핵심교양인정 신청 가능(포털공지>학사일정 참조)"
2312,김윤희 교수님,"한국사개론 <한국사의재조명> 유사과목, 핵심교양인정 신청 가능(포털공지>학사일정 참조)"
2313,김경란 교수님,"한국사개론 <한국사의재조명> 유사과목, 핵심교양인정 신청 가능(포털공지>학사일정 참조)"
2314,박진 교수님,"한국사개론(영강) <한국사의재조명> 유사과목, 핵심교양인정 신청 가능(포털공지>학사일정 참조)"
2315,박시현 교수님,동양사의재조명
2316,정애영 교수님,동양사의재조명
2317,권인용 교수님,동양사의재조명
2318,이완석 교수님,동양사의재조명
2319,권민균 교수님,동양사의재조명
2320,염운옥 교수님,서양사의재조명
2321,손태창 교수님,서양사의재조명
2322,이혜경 교수님,사회학개론
2323,김성일 교수님,사회학개론
2324,김남옥 교수님,사회학개론
2325,최진희 교수님,러시아아방가르드와혁명
2326,서정화 교수님,초급한문
2327,김재욱 교수님,초급한문
2328,임영복 교수님,생명과학 공과대학생만 수강 신청가능
2329,김대연 교수님,생명과학 공과대학생만 수강 신청가능
2330,옥승한 교수님,생명과학 공과대학생만 수강 신청가능
2331,김익영 교수님,생명과학 공과대학생만 수강 신청가능
2332,김지현 교수님,생명과학 공대생및자연계생도 수강 신청가능
2333,윤철원 교수님,생명과학
2334,"안병윤,김익환최의주 교수님",일반생물학및연습I 2017 생명과학부(1~56)
2335,"고용,강성만김지현 교수님",일반생물학및연습I 2017 생명과학부(57~끝)
2336,"김범석,송문정김현정 교수님",일반생물학및연습I 2017 생명공학부(201~260)
2337,"김정국,이철구강지현 교수님",일반생물학및연습I 2017 생명공학부(261~끝)
2338,"김태성,윤봉준임영복 교수님",일반생물학및연습I 2017 식품공학과(401~끝)
2339,"김준,배연재유상동 교수님",일반생물학및연습I 2017 환경생태공학부(501~끝)
2340,"이철구,지성길한경덕 교수님","일반생물학및연습I 이과대학,공과대학(Ⅱ)"
2341,"김재홍,김태성김지현 교수님",일반생물학및연습I 2017 간호대학(1~30)
2342,"임영복,정선도 교수님",일반생물학및연습I 2016 간호대학(31~끝)
2343,"강지현,정선도 교수님",일반생물학및연습I 2017 바이오의공학부
2344,"김익환,박세호이남택 교수님",일반생물학및연습I 2017 바이오시스템의과학부(1~끝)
2345,옥승한 교수님,일반생물학및연습I 2017 보건환경융합과학부(1~60)
2346,"김지현,유성철 교수님",일반생물학및연습I 2017 보건환경융합과학부(61~끝)
2347,"유성철,김현정 교수님",일반생물학및연습I 생명과학대학(재수강/편입생/전체학과)
2348,"한경덕,이남택김현정 교수님",일반생물학및연습I 보건과학대학(재수강/편입생/전체학과)
2349,조용철 교수님,"일반생물학및연습I(영강) 외국국적,12년이상 외국에서 공부한 학생"
2350,유성철 교수님,일반생물학실험I 2017 생명과학부(20~38)
2351,김정국 교수님,일반생물학실험I 2017 생명과학부(57~73)
2352,이철구 교수님,일반생물학실험I 2017 생명과학부(91~끝)
2353,배연재 교수님,일반생물학실험I 2017 생명공학부(201~220)
2354,유상동 교수님,일반생물학실험I 2017 생명공학부(241~260)
2355,한경덕 교수님,일반생물학실험I 2017 생명공학부(279~297)
2356,정선도 교수님,일반생물학실험I 2017 생명공학부(298~끝)
2357,임영복 교수님,일반생물학실험I 2017 식품공학과(401~417)
2358,김지현 교수님,일반생물학실험I 2017 식품공학과(418~435)
2359,지성길 교수님,일반생물학실험I 2017 환경생태공학부(501~517)
2360,김현정 교수님,일반생물학실험I 2017 환경생태공학부(536~553)
2361,임영복 교수님,일반생물학실험I 생명과학대학(재수강/편입생/전체학과)
2362,윤봉준 교수님,"일반생물학실험I 이과대학,공과대학(Ⅲ)"
2363,김준 교수님,일반생물학실험I 바이오의공학부(Ⅱ)
2364,조용철 교수님,일반생물학실험I 2017 바이오시스템의과학부(1~17)
2365,옥승한 교수님,일반생물학실험I 2017 바이오시스템의과학부(18~34)
2366,박세호 교수님,일반생물학실험I 2017 바이오시스템의과학부(35~51)
2367,김지현 교수님,일반생물학실험I 2017 바이오시스템의과학부(52~끝)
2368,김범석 교수님,일반생물학실험I 2017 보건환경융합과학부(1~20)
2369,송문정 교수님,일반생물학실험I 2017 보건환경융합과학부(21~40)
2370,이철구 교수님,일반생물학실험I 2017 보건환경융합과학부(41~60)
2371,최의주 교수님,일반생물학실험I 2017 보건환경융합과학부(61~77)
2372,김태성 교수님,일반생물학실험I 2017 보건환경융합과학부(78~94)
2373,최상윤 교수님,일반생물학실험I 2017 보건환경융합과학부(95~끝)
2374,김익환 교수님,일반생물학실험I 보건과학대학(재수강/편입생/전체학과)
2375,황광연 교수님,화학의기초및연습Ⅰ(영강) 2017 생명과학부(001-044)
2376,송현규 교수님,화학의기초및연습Ⅰ(영강) 2017 생명과학부(051-088)
2377,최인걸 교수님,화학의기초및연습Ⅰ(영강) 2017 생명과학부(089-끝)2017 생명공학부(201-237)
2378,이병천 교수님,화학의기초및연습Ⅰ(영강) 2017 생명공학부(238-281)
2379,정남현 교수님,화학의기초및연습Ⅰ 2017 생명공학부(282-끝)2017 식품공학과(401-421)
2380,김정규 교수님,화학의기초및연습Ⅰ 2017 식품공학과(422-끝)2017 환경생태공학부(501-522)
2381,현승훈 교수님,화학의기초및연습Ⅰ(영강) 2017 환경생태공학부(523~끝)
2382,권정환 교수님,화학의기초및연습Ⅰ(영강) 신입생 외(재수강/고학년/편입생/타학과생)
2383,김진수 교수님,생물통계학
2384,홍기창 교수님,생물통계학
2385,천용식 교수님,생물통계학
2386,송현규 교수님,화학의기초실험Ⅰ 2017 생명과학부(001-017)
2387,정남현 교수님,화학의기초실험Ⅰ 2017 생명과학부(052-068)
2388,황광연 교수님,화학의기초실험Ⅰ 2017 생명과학부(069-085)
2389,이병천 교수님,화학의기초실험Ⅰ 2017 생명공학부(242-258)
2390,최인걸 교수님,화학의기초실험Ⅰ 2017 생명공학부(276-292)
2391,이병천 교수님,화학의기초실험Ⅰ 2017 생명공학부(293-끝)2017 식품공학과(401-404)
2392,황광연 교수님,화학의기초실험Ⅰ 2017 식품공학과(405-421)
2393,현승훈 교수님,화학의기초실험Ⅰ 2017 환경생태공학부(514-531)
2394,김정규 교수님,화학의기초실험Ⅰ 2017 환경생태공학부(532-549)
2395,권정환 교수님,화학의기초실험Ⅰ 2017 환경생태공학부(550-끝)
2396,권정환 교수님,화학의기초실험Ⅰ 신입생 외(재수강/고학년/편입생/타학과생)
2397,양승룡 교수님,식품자원경제학개론
2398,임송수 교수님,시장과경제(영강)
2399,임재영 교수님,응용경제수학(영강)
2400,주형민 교수님,"정치학의기본탐구 (학수번호변경, 유사과목:POLI151)"
2401,송재혁 교수님,정치학원론 (정외1전공자 수강불가)
2402,권오익 교수님,세계와한국경제 학수번호변경(유사과목:ECON150)<2017학번부터 수강불가/2016학번은 재수강만 가능>
2403,조형준 교수님,통계적탐구
2404,전명식 교수님,기초통계학
2405,정재환 교수님,기초통계학 (인문계생에 한함/자연계생 수강불가)
2406,백정민 교수님,기초통계학 (자연계캠퍼스)
2407,윤성식 교수님,행정학원론 (행정학과1전공자에 한함)
2408,김헌 교수님,행정학원론
2409,정광섭 교수님,"일반화학실험Ⅰ 수학 '17학번, 물리 '17학번"
2410,김준곤 교수님,일반화학실험Ⅰ 화공생명 '17학번
2411,김학중 교수님,일반화학실험Ⅰ 신소재 '17학번 (91-끝)
2412,최기항 교수님,일반화학실험Ⅰ 전기전자전파 '17학번 (1-100)
2413,이석중 교수님,일반화학실험Ⅰ 전기전자전파 '17학번 (100-끝)
2414,우한영 교수님,일반화학실험Ⅰ 바이오시스템 '17학번 (CHEM153 재수강)
2415,김준곤 교수님,일반화학실험Ⅰ 바이오의공 '17학번(CHEM153 재수강)
2416,정광섭 교수님,"일반화학실험Ⅰ 화학 '17학번, 지구 '17학번"
2417,김학중 교수님,일반화학실험Ⅰ 신소재 '17학번 (1-90)
2418,최기항 교수님,일반화학실험Ⅰ 전기전자전파 '17학번 (100-끝)
2419,우한영 교수님,일반화학실험 기계공학 '17학번 (65-끝)
2420,이광렬 교수님,일반화학실험 산업경영공학 '17학번(CHEM155 재수강)
2421,이석중 교수님,일반화학실험 기계공학 '17학번 (1-64)(CHEM155 재수강)
2422,윤효재 교수님,일반화학실험 의예과 '17학번
2423,이석중 교수님,일반화학실험 의예과 '17학번
2424,서지은 교수님,지구환경과학실험I
2425,김재훈 교수님,지구환경과학실험I
2426,안향식 교수님,지구환경과학실험I
2427,박진오 교수님,지구환경과학실험I
2428,김창성 교수님,지구환경과학실험I
2429,오준섭 교수님,지구환경과학실험I
2430,이경민 교수님,"일반물리학실험Ⅰ 이과대('17학번), '17학번외 재수강/미이수자"
2431,김준영 교수님,"일반물리학실험Ⅰ 공과대 화공생명('17학번), '17학번외 재수강/미이수자"
2432,박진성 교수님,"일반물리학실험Ⅰ 공과대 신소재('17학번 101 ~ 190), '17학번외 재수강/미이수자"
2433,박진성 교수님,"일반물리학실험Ⅰ 공과대 건축사회환경('17학번), '17학번외 재수강/미이수자"
2434,김현 교수님,"일반물리학실험Ⅰ 공과대 기계('17학번 601 ~ 696), '17학번외 재수강/미이수자"
2435,이정엽 교수님,"일반물리학실험Ⅰ 공과대 전기전자('17학번 901 ~ 981), '17학번외 재수강/미이수자"
2436,BENARD MULILO 교수님,일반물리학실험Ⅰ(영강) 외국인반 (※ 내국인은 한국어 불가능자만 수강 허용)
2437,이상학 교수님,"일반물리학실험Ⅰ 이과대('17학번), '17학번외 재수강/미이수자"
2438,이상학 교수님,"일반물리학실험Ⅰ 공과대 화공생명('17학번), '17학번외 재수강/미이수자"
2439,이서주 교수님,"일반물리학실험Ⅰ 공과대 화공생명('17학번), '17학번외 재수강/미이수자"
2440,서명호 교수님,"일반물리학실험Ⅰ 공과대 신소재('17학번 101 ~ 190), '17학번외 재수강/미이수자"
2441,김성은 교수님,"일반물리학실험Ⅰ 공과대 신소재('17학번 101 ~ 190), '17학번외 재수강/미이수자"
2442,박수영 교수님,"일반물리학실험Ⅰ 공과대 신소재('17학번 101 ~ 190), '17학번외 재수강/미이수자"
2443,이학봉 교수님,"일반물리학실험Ⅰ 공과대 신소재('17학번 191 ~ 끝), '17학번외 재수강/미이수자"
2444,김현 교수님,"일반물리학실험Ⅰ 공과대 건축사회환경('17학번), '17학번외 재수강/미이수자"
2445,김재박 교수님,"일반물리학실험Ⅰ 공과대 건축사회환경('17학번), '17학번외 재수강/미이수자"
2446,곽상환 교수님,"일반물리학실험Ⅰ 공과대 기계('17학번 601 ~ 696), '17학번외 재수강/미이수자"
2447,이상학 교수님,"일반물리학실험Ⅰ 공과대 기계('17학번 697 ~ 끝), '17학번외 재수강/미이수자"
2448,전기완 교수님,"일반물리학실험Ⅰ 공과대 기계('17학번 697 ~ 끝), '17학번외 재수강/미이수자"
2449,김숙호 교수님,"일반물리학실험Ⅰ 공과대 전기전자('17학번 901 ~ 981), '17학번외 재수강/미이수자"
2450,최성훈 교수님,"일반물리학실험Ⅰ 공과대 전기전자('17학번 901 ~ 981), '17학번외 재수강/미이수자"
2451,박현정 교수님,"일반물리학실험Ⅰ 공과대 전기전자('17학번 982 ~ 끝), '17학번외 재수강/미이수자"
2452,이상학 교수님,"일반물리학실험Ⅰ 공과대 전기전자('17학번 982 ~ 끝), '17학번외 재수강/미이수자"
2453,이정엽 교수님,"일반물리학실험Ⅰ 공과대 전기전자('17학번 982 ~ 끝), '17학번외 재수강/미이수자"
2454,이학봉 교수님,"일반물리학실험Ⅰ 공과대 전기전자('17학번 982 ~ 끝), '17학번외 재수강/미이수자"
2455,하태욱 교수님,"일반물리학실험Ⅰ 보건과학대('17학번), '17학번외 재수강/미이수자"
2456,김성은 교수님,"일반물리학실험Ⅰ 보건과학대('17학번), '17학번외 재수강/미이수자"
2457,이호준 교수님,"일반물리학실험Ⅰ 보건과학대('17학번), '17학번외 재수강/미이수자"
2458,이기환 교수님,"일반물리학실험Ⅰ 보건과학대('17학번), '17학번외 재수강/미이수자"
2459,최성훈 교수님,"일반물리학실험Ⅰ 공과대 화공생명('17학번), '17학번외 재수강/미이수자"
2460,장훈 교수님,"일반물리학실험Ⅰ 공과대 신소재('17학번 191 ~ 끝), '17학번외 재수강/미이수자"
2461,정창근 교수님,"생명물리학실험 생명과학대('17학번, '17학번외 재수강/미이수자 포함)"
2462,고학석 교수님,"생명물리학실험 생명과학대('17학번, '17학번외 재수강/미이수자 포함)"
2463,허야용 교수님,미적분학및연습I 이과대학 수학과 17학번 / 이과대학
2464,윤중석 교수님,미적분학및연습I 이과대학 물리학과 17학번 / 이과대학
2465,김용무 교수님,미적분학및연습I 이과대학 화학과 17학번 / 이과대학
2466,강수란 교수님,미적분학및연습I 이과대학 지구환경과학과 17학번 / 이과대학
2467,서아림 교수님,미적분학및연습I 사범대학 수학교육과 17학번
2468,최종근 교수님,미적분학및연습I 공과대학 화공생명공학과 17학번 (1-40)
2469,김미정 교수님,미적분학및연습I 공과대학 화공생명공학과 17학번 (41-끝)
2470,장정환 교수님,미적분학및연습I 공과대학 신소재공학부 17학번 (101-144)
2471,백영희 교수님,미적분학및연습I 공과대학 신소재공학부 17학번 (145-188)
2472,고원률 교수님,미적분학및연습I 공과대학 신소재공학부 17학번 (189-끝)
2473,강수란 교수님,미적분학및연습I 공과대학 건축사회환경공학부 17학번 (301-346)
2474,김재현 교수님,미적분학및연습I 공과대학 건축사회환경공학부 17학번 (347-끝)
2475,권영우 교수님,미적분학및연습I 공과대학 기계공학부 17학번 (601-635)
2476,이형용 교수님,미적분학및연습I 공과대학 기계공학부 17학번 (636-670)
2477,조규동 교수님,미적분학및연습I 공과대학 기계공학부 17학번 (671-702)
2478,이경화 교수님,미적분학및연습I 공과대학 기계공학부 17학번 (703-끝)
2479,이경화 교수님,미적분학및연습I 산업경영공학부 17학번 (801-826) / 건축학과 17학번 / 컴퓨터통신공학부
2480,김기택 교수님,미적분학및연습I 산업경영공학부 17학번 (827-끝) / 건축학과 17학번 / 컴퓨터통신공학부
2481,장정환 교수님,미적분학및연습I 공과대학 전기전자공학부 17학번 (901-943)
2482,오형석 교수님,미적분학및연습I 공과대학 전기전자공학부 17학번 (944-986)
2483,남영우 교수님,미적분학및연습I 공과대학 전기전자공학부 17학번 (987-1026)
2484,양종호 교수님,미적분학및연습I 공과대학 전기전자공학부 17학번 (1027-끝)
2485,권보현 교수님,미적분학및연습I 의과대학 의예과 17학번
2486,황진옥 교수님,미적분학및연습I 정보대학 사이버국방학과 17학번
2487,조영경 교수님,미적분학및연습I 인문계열
2488,김재현 교수님,미적분학및연습I 보건과학대학 바이오의공학부 17학번 (1-35)
2489,최은선 교수님,미적분학및연습I 보건과학대학 바이오의공학부 17학번 (36-끝)
2490,백영희 교수님,미적분학및연습I 보건과학대학 보건환경융합과학부 17학번 (1-65)
2491,이민정 교수님,미적분학및연습I 보건과학대학 보건환경융합과학부 17학번 (66-끝)
2492,고원률 교수님,미적분학및연습I 생명과학대학
2493,조주희 교수님,미적분학및연습I 생명과학대학
2494,강창헌 교수님,미적분학및연습I 생명과학대학
2495,권보현 교수님,미적분학및연습I 생명과학대학
2496,이영선 교수님,미적분학및연습I(영강) 외국국적 / 12년 이상 외국에서 공부한 학생
2497,남영우 교수님,미적분학및연습I 공과대학 재수강
2498,윤중석 교수님,미적분학및연습I 공과대학 재수강
2499,황진옥 교수님,미적분학및연습I 생명과학대학
2500,강창헌 교수님,미적분학및연습II 3학년 이상
2501,윤태현 교수님,"일반물리학및연습Ⅰ(영강) 이과대 물리 ('17학번,'17학번외 재수강/미이수자 포함)"
2502,최준곤 교수님,"일반물리학및연습Ⅰ 이과대 수학('17학번), 화학('17학번), 지구환경('17학번)"
2503,홍석철 교수님,일반물리학및연습Ⅰ(영강) 공과대 화공생명('17학번)
2504,최수용 교수님,일반물리학및연습Ⅰ(영강) 공과대 신소재('17학번 101 ~ 175)
2505,이동헌 교수님,일반물리학및연습Ⅰ(영강) 공과대 신소재('17학번 176 ~ 끝)
2506,안정근 교수님,일반물리학및연습Ⅰ(영강) 공과대 건축사회환경('17학번)
2507,박규환 교수님,일반물리학및연습Ⅰ 공과대 기계('17학번 601 ~ 685)
2508,최만수 교수님,일반물리학및연습Ⅰ 공과대 기계('17학번 686 ~ 끝)
2509,이상훈 교수님,일반물리학및연습Ⅰ 공과대 전기전자('17학번 901 ~ 995)
